pop	chromosome	window_pos_1	window_pos_2	avg_pi	no_sites	count_diffs	count_comparisons	count_missing
PflaKGBDf	OZ251424.1	17700001	17730000	0.002757564151666	26110	72	26110	28
PflaKGBHm	OZ251424.1	17700001	17730000	0.003328487259928	26138	87	26138	0
PflaHELAf	OZ251424.1	17730001	17760000	0.0021814352339401	26588	58	26588	0
PflaKGBDf	OZ251424.1	17730001	17760000	0.0017301038062283	26588	46	26588	0
PflaKGBHm	OZ251424.1	17730001	17760000	0.0006769971415676	26588	18	26588	0
PflaHELEm	OZ251424.1	17730001	17760000	0.0023318790431773	26588	62	26588	0
PflaKGBHm	OZ251424.1	17760001	17790000	0.0042406785085613	24996	106	24996	0
PflaHELEm	OZ251424.1	17760001	17790000	0.0060409665546487	24996	151	24996	0
PflaKGBDf	OZ251424.1	17760001	17790000	0.0050808129300688	24996	127	24996	0
PflaHELAf	OZ251424.1	17760001	17790000	0.0051608257321171	24996	129	24996	0
PflaKGBHm	OZ251424.1	17790001	17820000	0.0008673026886383	19601	17	19601	0
PflaHELEm	OZ251424.1	17790001	17820000	0.0038773531962654	19601	76	19601	0
PflaKGBDf	OZ251424.1	17790001	17820000	0.0041324422223355	19601	81	19601	0
PflaHELAf	OZ251424.1	17790001	17820000	0.0020917300137748	19601	41	19601	0
PflaHELAf	OZ251424.1	17820001	17850000	0.0009899939893222	28283	28	28283	0
PflaKGBHm	OZ251424.1	17820001	17850000	0.0006010677792313	28283	17	28283	0
PflaHELEm	OZ251424.1	17820001	17850000	0.0023689141887352	28283	67	28283	0
PflaKGBDf	OZ251424.1	17820001	17850000	0.000919280132942	28283	26	28283	0
PflaKGBDf	OZ251424.1	17850001	17880000	0.0014835747085835	28310	42	28310	0
PflaHELAf	OZ251424.1	17850001	17880000	0.0012716354645001	28310	36	28310	0
PflaKGBHm	OZ251424.1	17850001	17880000	0.0011303426351112	28310	32	28310	0
PflaHELEm	OZ251424.1	17850001	17880000	0.0013069586718474	28310	37	28310	0
PflaHELEm	OZ251424.1	17880001	17910000	0.0034018925471181	25574	87	25574	0
PflaKGBHm	OZ251424.1	17880001	17910000	0.0024243372174865	25574	62	25574	0
PflaKGBDf	OZ251424.1	17880001	17910000	0.0014858841010401	25574	38	25574	0
PflaHELAf	OZ251424.1	17880001	17910000	0.0016422929537811	25574	42	25574	0
PflaKGBDf	OZ251424.1	17910001	17940000	0.0027446388055331	27326	75	27326	0
PflaHELEm	OZ251424.1	17910001	17940000	0.0040254702481153	27326	110	27326	0
PflaKGBHm	OZ251424.1	17910001	17940000	0.0025616628851643	27326	70	27326	0
PflaHELAf	OZ251424.1	17910001	17940000	0.003256971382566	27326	89	27326	0
PflaHELAf	OZ251424.1	17940001	17970000	0.0024218326405205	27665	67	27665	0
PflaKGBHm	OZ251424.1	17940001	17970000	0.0028555937104644	27665	79	27665	0
PflaHELEm	OZ251424.1	17940001	17970000	0.0031086210012651	27665	86	27665	0
PflaKGBDf	OZ251424.1	17940001	17970000	0.0028194469546358	27665	78	27665	0
PflaKGBHm	OZ251424.1	17970001	18000000	0.0018856065367693	22274	42	22274	0
PflaHELEm	OZ251424.1	17970001	18000000	0.0048935979168537	22274	109	22274	0
PflaKGBDf	OZ251424.1	17970001	18000000	0.0016612041485206	22273	37	22273	1
PflaHELAf	OZ251424.1	17970001	18000000	0.0035467361048756	22274	79	22274	0
PflaHELAf	OZ251424.1	18000001	18030000	0.0011651616661811	27464	32	27464	0
PflaKGBDf	OZ251424.1	18000001	18030000	0.001820565103408	27464	50	27464	0
PflaHELEm	OZ251424.1	18000001	18030000	0.0014564520827264	27464	40	27464	0
PflaKGBHm	OZ251424.1	18000001	18030000	0.0023667346344305	27464	65	27464	0
PflaHELAf	OZ251424.1	18030001	18060000	0.0039402396979149	24364	96	24364	0
PflaKGBDf	OZ251424.1	18030001	18060000	0.0020522081759973	24364	50	24364	0
PflaKGBHm	OZ251424.1	18030001	18060000	0.0032424889180758	24364	79	24364	0
PflaHELEm	OZ251424.1	18030001	18060000	0.0037370128536815	24351	91	24351	13
PflaHELAf	OZ251424.1	18060001	18090000	0.0022856667913394	24063	55	24063	0
PflaKGBDf	OZ251424.1	18060001	18090000	0.000124672734073	24063	3	24063	0
PflaKGBHm	OZ251424.1	18060001	18090000	0.0016623031209741	24063	40	24063	0
PflaHELEm	OZ251424.1	18060001	18090000	0.0032414910858995	24063	78	24063	0
PflaKGBDf	OZ251424.1	18090001	18120000	0.0002823462977341	28334	8	28334	0
PflaKGBHm	OZ251424.1	18090001	18120000	0.000141173148867	28334	4	28334	0
PflaHELEm	OZ251424.1	18090001	18120000	0.0024352368179572	28334	69	28334	0
PflaHELAf	OZ251424.1	18090001	18120000	3.529328721677137e-05	28334	1	28334	0
PflaHELAf	OZ251424.1	18120001	18150000	0.0001093573433456	27433	3	27433	0
PflaKGBDf	OZ251424.1	18120001	18150000	0.000255167134473	27433	7	27433	0
PflaHELEm	OZ251424.1	18120001	18150000	0.0030984580614588	27433	85	27433	0
PflaKGBHm	OZ251424.1	18120001	18150000	7.29048955637371e-05	27433	2	27433	0
PflaKGBHm	OZ251424.1	18150001	18180000	0.0008198766620325	28053	23	28053	0
PflaHELEm	OZ251424.1	18150001	18180000	0.0029230385342031	28053	82	28053	0
PflaHELAf	OZ251424.1	18150001	18180000	0.0001425872455708	28053	4	28053	0
PflaKGBDf	OZ251424.1	18150001	18180000	0.0004277617367126	28053	12	28053	0
PflaKGBDf	OZ251424.1	18180001	18210000	0.0004790091353885	29227	14	29227	0
PflaHELEm	OZ251424.1	18180001	18210000	0.0031477743182673	29227	92	29227	0
PflaKGBHm	OZ251424.1	18180001	18210000	0.0002052896294522	29227	6	29227	0
PflaHELAf	OZ251424.1	18180001	18210000	0.0001368597529681	29227	4	29227	0
PflaHELAf	OZ251424.1	18210001	18240000	3.728560775540641e-05	26820	1	26820	0
PflaKGBDf	OZ251424.1	18210001	18240000	0.0022744220730797	26820	61	26820	0
PflaHELEm	OZ251424.1	18210001	18240000	0.0046979865771812	26820	126	26820	0
PflaKGBHm	OZ251424.1	18210001	18240000	0.0004101416853094	26820	11	26820	0
PflaHELAf	OZ251424.1	18240001	18270000	0.0049060904901134	20179	99	20179	0
PflaKGBHm	OZ251424.1	18240001	18270000	0.0062936716388324	20179	127	20179	0
PflaHELEm	OZ251424.1	18240001	18270000	0.0081776279922684	20177	165	20177	2
PflaKGBDf	OZ251424.1	18240001	18270000	0.0040636305069626	20179	82	20179	0
PflaKGBHm	OZ251424.1	18270001	18300000	0.0058754406580493	18722	110	18722	0
PflaHELEm	OZ251424.1	18270001	18300000	0.0047003525264394	18722	88	18722	0
PflaKGBDf	OZ251424.1	18270001	18300000	0.0036320905886123	18722	68	18722	0
PflaHELAf	OZ251424.1	18270001	18300000	0.0056083751735925	18722	105	18722	0
PflaHELAf	OZ251424.1	18300001	18330000	0.0031008345455937	26122	81	26122	0
PflaKGBDf	OZ251424.1	18300001	18330000	0.0021820687543067	26122	57	26122	0
PflaHELEm	OZ251424.1	18300001	18330000	0.0052063394839598	26122	136	26122	0
PflaKGBHm	OZ251424.1	18300001	18330000	0.0016461220427226	26122	43	26122	0
PflaHELAf	OZ251424.1	18330001	18360000	0.0038705997392438	24544	95	24544	0
PflaKGBDf	OZ251424.1	18330001	18360000	0.001222294654498	24544	30	24544	0
PflaHELEm	OZ251424.1	18330001	18360000	0.0044817470664928	24544	110	24544	0
PflaKGBHm	OZ251424.1	18330001	18360000	0.0002037157757496	24544	5	24544	0
PflaKGBDf	OZ251424.1	18360001	18390000	0.0037876795202272	19009	72	19009	0
PflaKGBHm	OZ251424.1	18360001	18390000	0.0041559261402493	19009	79	19009	0
PflaHELEm	OZ251424.1	18360001	18390000	0.0075753590404545	19009	144	19009	0
PflaHELAf	OZ251424.1	18360001	18390000	0.0053132726603187	19009	101	19009	0
PflaKGBHm	OZ251424.1	18390001	18420000	0.004727257779422	24327	115	24327	0
PflaHELEm	OZ251424.1	18390001	18420000	0.0064537345336457	24327	157	24327	0
PflaKGBDf	OZ251424.1	18390001	18420000	0.0030829942039708	24327	75	24327	0
PflaHELAf	OZ251424.1	18390001	18420000	0.004727257779422	24327	115	24327	0
PflaHELAf	OZ251424.1	18420001	18450000	0.0023334915361493	25284	59	25284	0
PflaKGBDf	OZ251424.1	18420001	18450000	0.0018193323841164	25284	46	25284	0
PflaKGBHm	OZ251424.1	18420001	18450000	0.0052997943363391	25284	134	25284	0
PflaHELEm	OZ251424.1	18420001	18450000	0.00640721404841	25284	162	25284	0
PflaKGBHm	OZ251424.1	18450001	18480000	0.0064134188455846	22297	143	22297	0
PflaHELAf	OZ251424.1	18450001	18480000	0.0067273624254383	22297	150	22297	0
PflaKGBDf	OZ251424.1	18450001	18480000	0.0074897968336547	22297	167	22297	0
PflaHELEm	OZ251424.1	18450001	18480000	0.0083419294075436	22297	186	22297	0
PflaKGBHm	OZ251424.1	18480001	18510000	0.0036752281176072	23672	87	23672	0
PflaHELAf	OZ251424.1	18480001	18510000	0.0052382561676241	23672	124	23672	0
PflaHELEm	OZ251424.1	18480001	18510000	0.0086177762757688	23672	204	23672	0
PflaKGBDf	OZ251424.1	18480001	18510000	0.0038019601216627	23672	90	23672	0
PflaHELEm	OZ251424.1	18510001	18540000	0.0114803625377643	21515	247	21515	0
PflaKGBHm	OZ251424.1	18510001	18540000	0.0028352312340227	21515	61	21515	0
PflaHELAf	OZ251424.1	18510001	18540000	0.0075761096909133	21515	163	21515	0
PflaKGBDf	OZ251424.1	18510001	18540000	0.0058563792702765	21515	126	21515	0
PflaHELAf	OZ251424.1	18540001	18570000	0.0042768418312321	26889	115	26889	0
PflaKGBDf	OZ251424.1	18540001	18570000	0.0022685856670013	26889	61	26889	0
PflaKGBHm	OZ251424.1	18540001	18570000	0.0047603109078061	26889	128	26889	0
PflaHELEm	OZ251424.1	18540001	18570000	0.0060247684926921	26889	162	26889	0
PflaHELAf	OZ251424.1	18570001	18600000	0.0047515343496337	25255	120	25255	0
PflaKGBHm	OZ251424.1	18570001	18600000	0.0030093050881013	25255	76	25255	0
PflaHELEm	OZ251424.1	18570001	18600000	0.0072064937636111	25255	182	25255	0
PflaKGBDf	OZ251424.1	18570001	18600000	0.0041971886755098	25255	106	25255	0
PflaHELEm	OZ251424.1	18600001	18630000	0.0061259093146638	18283	112	18283	0
PflaKGBDf	OZ251424.1	18600001	18630000	0.0043756495104742	18283	80	18283	0
PflaHELAf	OZ251424.1	18600001	18630000	0.0045944319859979	18283	84	18283	0
PflaKGBHm	OZ251424.1	18600001	18630000	0.0006016518076902	18283	11	18283	0
PflaHELEm	OZ251424.1	18630001	18660000	0.0	187	0	187	0
PflaKGBDf	OZ251424.1	18630001	18660000	0.0	187	0	187	0
PflaHELAf	OZ251424.1	18630001	18660000	0.0	187	0	187	0
PflaKGBHm	OZ251424.1	18630001	18660000	0.0	187	0	187	0
PflaHELAf	OZ251424.1	18660001	18690000	0.0052263182454503	10715	56	10715	0
PflaKGBHm	OZ251424.1	18660001	18690000	0.00727951469902	10715	78	10715	0
PflaHELEm	OZ251424.1	18660001	18690000	0.0057862809146056	10715	62	10715	0
PflaKGBDf	OZ251424.1	18660001	18690000	0.0092393840410639	10715	99	10715	0
PflaHELEm	OZ251424.1	18690001	18720000	0.0046333601933924	14892	69	14892	0
PflaKGBDf	OZ251424.1	18690001	18720000	0.0077222669889873	14892	115	14892	0
PflaHELAf	OZ251424.1	18690001	18720000	0.005305930552757	14889	79	14889	3
PflaKGBHm	OZ251424.1	18690001	18720000	0.0065135643298415	14892	97	14892	0
PflaHELAf	OZ251424.1	18720001	18750000	0.0022456382794955	5789	13	5789	0
PflaKGBDf	OZ251424.1	18720001	18750000	0.0048367593712212	5789	28	5789	0
PflaHELEm	OZ251424.1	18720001	18750000	0.0036275695284159	5789	21	5789	0
PflaKGBHm	OZ251424.1	18720001	18750000	0.0031093453100708	5789	18	5789	0
PflaKGBHm	OZ251424.1	18750001	18780000	0.0066314996232102	6635	44	6635	0
PflaHELEm	OZ251424.1	18750001	18780000	0.0061793519216277	6635	41	6635	0
PflaKGBDf	OZ251424.1	18750001	18780000	0.0069329314242652	6635	46	6635	0
PflaHELAf	OZ251424.1	18750001	18780000	0.0045214770158251	6635	30	6635	0
PflaHELAf	OZ251424.1	18780001	18810000	0.0050310590892756	19479	98	19479	0
PflaHELEm	OZ251424.1	18780001	18810000	0.0073925766209764	19479	144	19479	0
PflaKGBHm	OZ251424.1	18780001	18810000	0.005903793829252	19479	115	19479	0
PflaKGBDf	OZ251424.1	18780001	18810000	0.0047230350634016	19479	92	19479	0
PflaKGBHm	OZ251424.1	18810001	18840000	0.0018997647910258	22108	42	22108	0
PflaHELEm	OZ251424.1	18810001	18840000	0.0064682467884928	22108	143	22108	0
PflaHELAf	OZ251424.1	18810001	18840000	0.0042970870273204	22108	95	22108	0
PflaKGBDf	OZ251424.1	18810001	18840000	0.0025782522163922	22108	57	22108	0
PflaKGBDf	OZ251424.1	18840001	18870000	0.0026956869009584	20032	54	20032	0
PflaKGBHm	OZ251424.1	18840001	18870000	0.0049420926517571	20032	99	20032	0
PflaHELEm	OZ251424.1	18840001	18870000	0.010133785942492	20032	203	20032	0
PflaHELAf	OZ251424.1	18840001	18870000	0.0074380990415335	20032	149	20032	0
PflaKGBHm	OZ251424.1	18870001	18900000	0.0053156812597161	19941	106	19941	0
PflaHELEm	OZ251424.1	18870001	18900000	0.0081741136352239	19941	163	19941	0
PflaKGBDf	OZ251424.1	18870001	18900000	0.0033097638032194	19941	66	19941	0
PflaHELAf	OZ251424.1	18870001	18900000	0.0048144433299899	19940	96	19940	1
PflaHELAf	OZ251424.1	18900001	18930000	0.0015176809834572	26356	40	26356	0
PflaKGBDf	OZ251424.1	18900001	18930000	0.0044771589011989	26356	118	26356	0
PflaHELEm	OZ251424.1	18900001	18930000	0.0031871300652602	26356	84	26356	0
PflaKGBHm	OZ251424.1	18900001	18930000	0.0001517680983457	26356	4	26356	0
PflaKGBHm	OZ251424.1	18930001	18960000	0.0001459321415541	27410	4	27410	0
PflaHELEm	OZ251424.1	18930001	18960000	0.0043049981758482	27410	118	27410	0
PflaKGBDf	OZ251424.1	18930001	18960000	0.0050711419190076	27410	139	27410	0
PflaHELAf	OZ251424.1	18930001	18960000	0.002882159795695	27410	79	27410	0
PflaHELAf	OZ251424.1	18960001	18990000	0.0061806944191965	16503	102	16503	0
PflaKGBHm	OZ251424.1	18960001	18990000	0.0019390413864145	16503	32	16503	0
PflaHELEm	OZ251424.1	18960001	18990000	0.006786644852451	16503	112	16503	0
PflaKGBDf	OZ251424.1	18960001	18990000	0.0030903472095982	16503	51	16503	0
PflaKGBDf	OZ251424.1	18990001	19020000	0.0061700087547421	23987	148	23987	0
PflaHELAf	OZ251424.1	18990001	19020000	0.0046691958143994	23987	112	23987	0
PflaKGBHm	OZ251424.1	18990001	19020000	0.0025013549005711	23987	60	23987	0
PflaHELEm	OZ251424.1	18990001	19020000	0.0072956184599991	23987	175	23987	0
PflaHELAf	OZ251424.1	19020001	19050000	0.0054510371442354	20730	113	20730	0
PflaKGBDf	OZ251424.1	19020001	19050000	0.0030873130728412	20730	64	20730	0
PflaHELEm	OZ251424.1	19020001	19050000	0.0095996140858658	20730	199	20730	0
PflaKGBHm	OZ251424.1	19020001	19050000	0.0058851905451037	20730	122	20730	0
PflaHELAf	OZ251424.1	19050001	19080000	0.0063925362819626	17364	111	17364	0
PflaKGBHm	OZ251424.1	19050001	19080000	0.0059894033632803	17364	104	17364	0
PflaHELEm	OZ251424.1	19050001	19080000	0.0054710896106887	17364	95	17364	0
PflaKGBDf	OZ251424.1	19050001	19080000	0.0061621746141442	17364	107	17364	0
PflaHELEm	OZ251424.1	19080001	19110000	0.0042999517762417	24884	107	24884	0
PflaKGBDf	OZ251424.1	19080001	19110000	0.0054653592669988	24884	136	24884	0
PflaHELAf	OZ251424.1	19080001	19110000	0.0059877833145796	24884	149	24884	0
PflaKGBHm	OZ251424.1	19080001	19110000	0.0042195788458447	24884	105	24884	0
PflaHELAf	OZ251424.1	19110001	19140000	0.0061096500101153	24715	151	24715	0
PflaKGBDf	OZ251424.1	19110001	19140000	0.0027918268258142	24715	69	24715	0
PflaHELEm	OZ251424.1	19110001	19140000	0.007849484118956	24715	194	24715	0
PflaKGBHm	OZ251424.1	19110001	19140000	0.0016281341582546	24568	40	24568	147
PflaKGBHm	OZ251424.1	19140001	19170000	0.0085677034829577	21476	184	21476	0
PflaHELEm	OZ251424.1	19140001	19170000	0.0104302477183833	21476	224	21476	0
PflaHELAf	OZ251424.1	19140001	19170000	0.0090799031476997	21476	195	21476	0
PflaKGBDf	OZ251424.1	19140001	19170000	0.0037250884708511	21476	80	21476	0
PflaHELAf	OZ251424.1	19170001	19200000	0.0057453346991493	22453	129	22453	0
PflaKGBDf	OZ251424.1	19170001	19200000	0.00418652295907	22453	94	22453	0
PflaHELEm	OZ251424.1	19170001	19200000	0.0055671847859974	22453	125	22453	0
PflaKGBHm	OZ251424.1	19170001	19200000	0.0051218100031176	22453	115	22453	0
PflaKGBDf	OZ251424.1	19200001	19230000	0.0069359445124439	22059	153	22059	0
PflaHELEm	OZ251424.1	19200001	19230000	0.007026610453783	22059	155	22059	0
PflaKGBHm	OZ251424.1	19200001	19230000	0.0082959336325309	22059	183	22059	0
PflaHELAf	OZ251424.1	19200001	19230000	0.0057572872750351	22059	127	22059	0
PflaHELAf	OZ251424.1	19230001	19260000	0.0059200789343857	20270	120	20270	0
PflaKGBDf	OZ251424.1	19230001	19260000	0.0050814010853478	20270	103	20270	0
PflaHELEm	OZ251424.1	19230001	19260000	0.0067094227923038	20270	136	20270	0
PflaKGBHm	OZ251424.1	19230001	19260000	0.0049333991119881	20270	100	20270	0
PflaKGBHm	OZ251424.1	19260001	19290000	0.0041793313069908	21056	88	21056	0
PflaHELAf	OZ251424.1	19260001	19290000	0.0037518996960486	21056	79	21056	0
PflaKGBDf	OZ251424.1	19260001	19290000	0.0081227436823104	21052	171	21052	4
PflaHELEm	OZ251424.1	19260001	19290000	0.0103533434650455	21056	218	21056	0
PflaHELAf	OZ251424.1	19290001	19320000	0.0067218200620475	21274	143	21274	0
PflaKGBHm	OZ251424.1	19290001	19320000	0.0009401146939926	21274	20	21274	0
PflaHELEm	OZ251424.1	19290001	19320000	0.0072388831437435	21274	154	21274	0
PflaKGBDf	OZ251424.1	19290001	19320000	0.0036194415718717	21274	77	21274	0
PflaHELEm	OZ251424.1	19320001	19350000	0.0089111161627642	21995	196	21995	0
PflaHELAf	OZ251424.1	19320001	19350000	0.0066378722436917	21995	146	21995	0
PflaKGBDf	OZ251424.1	19320001	19350000	0.0033189361218458	21995	73	21995	0
PflaKGBHm	OZ251424.1	19320001	19350000	0.0062741532166401	21995	138	21995	0
PflaHELEm	OZ251424.1	19350001	19380000	0.0091385767790262	20025	183	20025	0
PflaKGBDf	OZ251424.1	19350001	19380000	0.0073139974779319	19825	145	19825	200
PflaHELAf	OZ251424.1	19350001	19380000	0.0053959530352235	20015	108	20015	10
PflaKGBHm	OZ251424.1	19350001	19380000	0.0068414481897627	20025	137	20025	0
PflaKGBHm	OZ251424.1	19380001	19410000	0.0065074755297407	18594	121	18594	0
PflaHELAf	OZ251424.1	19380001	19410000	0.0043562439496611	18594	81	18594	0
PflaKGBDf	OZ251424.1	19380001	19410000	0.0023125739485855	18594	43	18594	0
PflaHELEm	OZ251424.1	19380001	19410000	0.0080849458308629	18553	150	18553	41
PflaHELAf	OZ251424.1	19410001	19440000	0.0049958368026644	22819	114	22819	0
PflaKGBDf	OZ251424.1	19410001	19440000	0.0046890748937289	22819	107	22819	0
PflaHELEm	OZ251424.1	19410001	19440000	0.00657346947719	22819	150	22819	0
PflaKGBHm	OZ251424.1	19410001	19440000	0.0022359594896751	22809	51	22809	10
PflaHELAf	OZ251424.1	19440001	19470000	0.0041214452534688	21837	90	21837	0
PflaKGBDf	OZ251424.1	19440001	19470000	0.0070522507670467	21837	154	21837	0
PflaKGBHm	OZ251424.1	19440001	19470000	0.0032971562027751	21837	72	21837	0
PflaHELEm	OZ251424.1	19440001	19470000	0.0036177130558226	21837	79	21837	0
PflaHELAf	OZ251424.1	19470001	19500000	0.0058973172987974	17296	102	17296	0
PflaKGBDf	OZ251424.1	19470001	19500000	0.0070536540240518	17296	122	17296	0
PflaHELEm	OZ251424.1	19470001	19500000	0.0053191489361702	17296	92	17296	0
PflaKGBHm	OZ251424.1	19470001	19500000	0.0062442183163737	17296	108	17296	0
PflaHELAf	OZ251424.1	19500001	19530000	0.0075083287752971	20111	151	20111	0
PflaKGBDf	OZ251424.1	19500001	19530000	0.0019392372333548	20111	39	20111	0
PflaHELEm	OZ251424.1	19500001	19530000	0.0054199194470687	20111	109	20111	0
PflaKGBHm	OZ251424.1	19500001	19530000	0.0032320620555914	20111	65	20111	0
PflaKGBHm	OZ251424.1	19530001	19560000	0.0056292286874154	18475	104	18475	27
PflaHELEm	OZ251424.1	19530001	19560000	0.0107555939898389	18502	199	18502	0
PflaHELAf	OZ251424.1	19530001	19560000	0.0083234244946492	18502	154	18502	0
PflaKGBDf	OZ251424.1	19530001	19560000	0.0035150335280121	18492	65	18492	10
PflaHELAf	OZ251424.1	19560001	19590000	0.0051494929325836	19031	98	19031	27
PflaKGBDf	OZ251424.1	19560001	19590000	0.0071885822226886	19058	137	19058	0
PflaHELEm	OZ251424.1	19560001	19590000	0.0104418092139783	19058	199	19058	0
PflaKGBHm	OZ251424.1	19560001	19590000	0.0070836394165179	19058	135	19058	0
PflaHELEm	OZ251424.1	19590001	19620000	0.0081419427710843	21248	173	21248	0
PflaHELAf	OZ251424.1	19590001	19620000	0.0039714434305706	21151	84	21151	97
PflaKGBDf	OZ251424.1	19590001	19620000	0.0067771084337349	21248	144	21248	0
PflaKGBHm	OZ251424.1	19590001	19620000	0.0060711596385542	21248	129	21248	0
PflaHELEm	OZ251424.1	19620001	19650000	0.0064370624442042	21283	137	21283	0
PflaHELAf	OZ251424.1	19620001	19650000	0.0021613494338204	21283	46	21283	0
PflaKGBDf	OZ251424.1	19620001	19650000	0.005356387727294	21283	114	21283	0
PflaKGBHm	OZ251424.1	19620001	19650000	0.0031950382934736	21283	68	21283	0
PflaKGBHm	OZ251424.1	19650001	19680000	0.0055975794251134	19830	111	19830	14
PflaHELEm	OZ251424.1	19650001	19680000	0.0079621044144325	19844	158	19844	0
PflaKGBDf	OZ251424.1	19650001	19680000	0.0048881273936706	19844	97	19844	0
PflaHELAf	OZ251424.1	19650001	19680000	0.0053920580528119	19844	107	19844	0
PflaHELEm	OZ251424.1	19680001	19710000	0.0101684625891637	19767	201	19767	0
PflaKGBHm	OZ251424.1	19680001	19710000	0.0037106694454328	19673	73	19673	94
PflaHELAf	OZ251424.1	19680001	19710000	0.0069813325239034	19767	138	19767	0
PflaKGBDf	OZ251424.1	19680001	19710000	0.0034906662619517	19767	69	19767	0
PflaHELAf	OZ251424.1	19710001	19740000	0.0013720188854364	24781	34	24781	0
PflaKGBHm	OZ251424.1	19710001	19740000	0.0022194423146765	24781	55	24781	0
PflaKGBDf	OZ251424.1	19710001	19740000	0.0027440377708728	24781	68	24781	0
PflaHELEm	OZ251424.1	19710001	19740000	0.0036318146967434	24781	90	24781	0
PflaKGBHm	OZ251424.1	19740001	19770000	0.0004236988913212	28322	12	28322	0
PflaHELEm	OZ251424.1	19740001	19770000	0.0039898312266082	28322	113	28322	0
PflaKGBDf	OZ251424.1	19740001	19770000	0.0026481180707577	28322	75	28322	0
PflaHELAf	OZ251424.1	19740001	19770000	0.0029305839983052	28322	83	28322	0
PflaHELEm	OZ251424.1	19770001	19800000	0.0046176156312013	26204	121	26204	0
PflaKGBDf	OZ251424.1	19770001	19800000	0.0022515646466188	26204	59	26204	0
PflaKGBHm	OZ251424.1	19770001	19800000	0.0011830254922912	26204	31	26204	0
PflaHELAf	OZ251424.1	19770001	19800000	0.0041215081666921	26204	108	26204	0
PflaHELAf	OZ251424.1	19800001	19830000	0.0027739764027074	27037	75	27037	160
PflaKGBDf	OZ251424.1	19800001	19830000	0.0031253447071368	27197	85	27197	0
PflaHELEm	OZ251424.1	19800001	19830000	0.0041548700224289	27197	113	27197	0
PflaKGBHm	OZ251424.1	19800001	19830000	0.0010662940765525	27197	29	27197	0
PflaHELAf	OZ251424.1	19830001	19860000	0.0040201739638915	27362	110	27362	0
PflaHELEm	OZ251424.1	19830001	19860000	0.0040567209999269	27362	111	27362	0
PflaKGBHm	OZ251424.1	19830001	19860000	0.0006943936846721	27362	19	27362	0
PflaKGBDf	OZ251424.1	19830001	19860000	0.0009502229369198	27362	26	27362	0
PflaKGBHm	OZ251424.1	19860001	19890000	0.0002566358703622	27276	7	27276	0
PflaHELEm	OZ251424.1	19860001	19890000	0.0029329813755682	27276	80	27276	0
PflaKGBDf	OZ251424.1	19860001	19890000	0.0032629417803196	27276	89	27276	0
PflaHELAf	OZ251424.1	19860001	19890000	0.0013565038862003	27276	37	27276	0
PflaHELAf	OZ251424.1	19890001	19920000	0.0017056193242059	21693	37	21693	0
PflaKGBHm	OZ251424.1	19890001	19920000	0.0	21693	0	21693	0
PflaHELEm	OZ251424.1	19890001	19920000	0.004471488498594	21693	97	21693	0
PflaKGBDf	OZ251424.1	19890001	19920000	0.0025353800765223	21693	55	21693	0
PflaKGBDf	OZ251424.1	19920001	19950000	0.0012841606806051	24919	32	24919	0
PflaHELEm	OZ251424.1	19920001	19950000	0.0063806733817568	24919	159	24919	0
PflaKGBHm	OZ251424.1	19920001	19950000	0.0019262410209077	24919	48	24919	0
PflaHELAf	OZ251424.1	19920001	19950000	0.0053774228500341	24919	134	24919	0
PflaKGBHm	OZ251424.1	19950001	19980000	0.0039245000934404	26755	105	26755	0
PflaHELEm	OZ251424.1	19950001	19980000	0.0045598953466641	26755	122	26755	0
PflaKGBDf	OZ251424.1	19950001	19980000	0.001158661932349	26755	31	26755	0
PflaHELAf	OZ251424.1	19950001	19980000	0.0040366286675387	26755	108	26755	0
PflaKGBDf	OZ251424.1	19980001	20010000	0.0031714310539577	23018	73	23018	0
PflaHELEm	OZ251424.1	19980001	20010000	0.006169085063863	23018	142	23018	0
PflaKGBHm	OZ251424.1	19980001	20010000	0.003649317925102	23018	84	23018	0
PflaHELAf	OZ251424.1	19980001	20010000	0.0046485359284038	23018	107	23018	0
PflaKGBDf	OZ251424.1	20010001	20040000	0.0023574175937797	24179	57	24179	0
PflaHELEm	OZ251424.1	20010001	20040000	0.005459282848753	24179	132	24179	0
PflaKGBHm	OZ251424.1	20010001	20040000	0.002440134000579	24179	59	24179	0
PflaHELAf	OZ251424.1	20010001	20040000	0.0028537160345754	24179	69	24179	0
PflaHELAf	OZ251424.1	20040001	20070000	0.0034285714285714	22750	78	22750	0
PflaKGBDf	OZ251424.1	20040001	20070000	0.0036043956043956	22750	82	22750	0
PflaHELEm	OZ251424.1	20040001	20070000	0.008043956043956	22750	183	22750	0
PflaKGBHm	OZ251424.1	20040001	20070000	0.0038241758241758	22750	87	22750	0
PflaKGBHm	OZ251424.1	20070001	20100000	0.0050941780821917	23360	119	23360	0
PflaHELEm	OZ251424.1	20070001	20100000	0.009931506849315	23360	232	23360	0
PflaKGBDf	OZ251424.1	20070001	20100000	0.0021404109589041	23360	50	23360	0
PflaHELAf	OZ251424.1	20070001	20100000	0.003125	23360	73	23360	0
PflaHELEm	OZ251424.1	20100001	20130000	0.0063220347225599	20563	130	20563	0
PflaKGBDf	OZ251424.1	20100001	20130000	0.0025774449253513	20563	53	20563	0
PflaHELAf	OZ251424.1	20100001	20130000	0.0029664932159704	20563	61	20563	0
PflaKGBHm	OZ251424.1	20100001	20130000	0.0022383339010267	20551	46	20551	12
